Time,Quote time,Quote,Title,Author,SFW
00:00,Midnight,"Elle regarda l'affichage numérique de sa montre.<br>00:00:00<br>Midnight, comme l'horloge le lui avait indiqué.<br>Elle attendit la seconde suivante pour arriver, mais ce n'est pas le cas.",La bibliothèque de minuit,Matt Haig,unknown
00:00,minuit,"Adieu, doux compagnon de jeu : prie pour nous ;<br>Et bonne chance, accorde-toi ton Démétrius !-<br>Tenez parole, Lysandre : nous devons priver notre vue<br>De la nourriture des amoureux jusqu'au lendemain profond minuit.",Le Songe d’une nuit d’été,William Shakespeare,unknown
00:00,minuit,"Ici, devant moi, il y avait un vaste espace vide : juste la porte fermée et moi, et seules les étoiles parsemées dans le ciel minuit pour voir ce que je ferais ensuite. Ces lumières froides et lointaines observaient-elles un vestige des humains qu'ils avaient été autrefois, ces êtres spéciaux, choisis et favorisés qui s'étaient rapprochés du divin ?",Ariane,Jennifer Saint,unknown
00:00,minuit,"L'attrait du sang et de l'extase dans les bois de minuit l'avait-elle amenée à naviguer sur les eaux bleues scintillantes ? Je me demandais pourquoi elle était ici maintenant, dans le vignoble.",Ariane,Jennifer Saint,unknown
00:00,minuit,"Elle a convoqué la police et, lorsque les hommes sont arrivés, sympathiques, à minuit, elle a témoigné. Avoir donné un foyer au loup et secouru le chien enragé.",La puissance,Naomi Alderman,unknown
00:00,minuit,"Un Noël à minuit sur le bouton, à l'ancien endroit, la porte de la salle s'ouvre avec fracas, entre un gros homme avec une barbe, les yeux cernés de rouge par le froid et son nez couleur cerise.",Vol au dessus d'un nid de coucou,Ken Kesey,unknown
00:00,minuit,"À minuit, les lumières de la cuisine du café peuvent être particulièrement crues. Sans le confort de la lumière du jour qui pénétrait à travers le vitrail, tout dans la pièce paraissait sombre et utilitaire.",Soupe à la Grenade,Marsha Mehran,unknown
00:00,minuit,"Parfois, il n’y a pas d’endroit plus sombre que nos propres pensées ; le minuit sans lune de l'esprit.",N'ayez peur de rien : un roman,Dean Koontz,unknown
00:00,minuit,"""Ça commence à minuit.""",Prendre feu,Suzanne Collins,unknown
00:00,minuit,L'aube semblait suivre minuit avec une hâte indécente.,Harry Potter et les Reliques de la Mort,J.K. Rowling,unknown
00:00,douze heures,"""Je n'oublierai jamais le fait qu'il ait fait voler le cerf-volant d'Henry pour lui ce jour très venteux de Pâques dernier - et depuis sa gentillesse particulière de l'année dernière en septembre dernier en écrivant cette note, à douze heures la nuit, exprès pour m'assurer qu'il n'y avait pas de scarlatine à Cobham, j'ai été convaincu qu'il ne pouvait y avoir un cœur plus sensible ni un homme meilleur dans l'existence. — Si quelqu'un peut le mériter, ce doit être Miss Taylor .»",Emma,Jane Austen,unknown
00:00,douze heures,"La nuit après son voyage à Lawrenceville, une foule s'est rendue à New York en quête d'aventure et est repartie vers Princeton vers douze heures dans deux machines. C'était une fête gay et différents niveaux de sobriété étaient représentés.",Ce côté du paradis,F. Scott Fitzgerald,unknown
00:00,minuit,"Alors que minuit frappait des coups de bronze sur l'air sombre, Dorian Gray, habillé ordinairement et avec un cache-nez enroulé autour de la gorge, se glissa tranquillement hors de sa maison.",La photo de Dorian Gray,Oscar Wilde,unknown
00:00,minuit,"Mais attends que je te le dise, dit-il. ""Nous avons également déjeuné minuit après toutes ces réjouissances et lorsque nous sommes sortis, il était heures bleues le matin après la veille.""",Ulysse,James Joyce,unknown
00:00,minuit,"Minuit, tu as dit. Qu'est-ce que minuit pour les jeunes ? Et soudain, un incendie festif s'est lancé sur cinq troncs de cèdre, des plaques de neige sont apparues, et une voiture de patrouille sur notre route cahoteuse s'est arrêtée brusquement. Reprenez, reprenez !",Feu pâle,Vladimir Nabokov,unknown
00:00,12.00,"Le fait qu'un homme qui ne pouvait presque rien voir à plus de deux pieds de lui pouvait être employé comme agent de sécurité m'a suggéré que notre travail ne consistait pas à sécuriser quoi que ce soit mais à nous présenter au travail tous les soirs, à remplir le volumineux registre de remarques énigmatiques comme "" Périmètre patrouillé 12.00 pm, Pas d'Incident' et aller au bureau tous les quinze jours pour notre salaire et écouter la bavarde Mme Elgassier.",L'histoire d'un squatter,Ike Oguine,unknown
00:00,minuit,"C'est le minuit de l'année, et c'est le jour, celui de Lucy, qui à peine sept heures se démasque ; Le soleil est épuisé, et maintenant ses flacons envoient des pétards légers, pas de rayons constants ;",Une nocturne le jour de la Sainte Lucie,John Donne,unknown
00:00,minuit,"À minuit sa femme et sa fille étaient peut-être encore occupées, préparant des délices de Noël dans la cuisine, rangeant la maison, ou peut-être préparant leurs kimonos ou arrangeant des fleurs. Oki s'asseyait dans le salon et écoutait la radio. Tandis que les cloches sonnaient, il revenait sur l'année écoulée. Il a toujours trouvé cela émouvant.",Beauté et tristesse,Yasunari Kawabata,unknown
00:00,douze,"Bernardo : C'est maintenant sonné douze ; va te coucher, Francisco.",Hamlet,William Shakespeare,unknown
00:00,minuit,"Mais, plus étrange encore, Big Ben avait encore une fois frappé minuit. L'heure extérieure correspondait toujours à celle enregistrée par l'horloge dorée arrêtée, à l'intérieur. L’intérieur et l’extérieur correspondaient exactement, mais les deux étaient gravement faux. Hum.",Les nuits au cirque,Angela Carter,sfw
00:00,minuit,"Mais finalement j'ai compris ce langage. Je l'ai compris, je l'ai compris, tout faux peut-être. Ce n’est pas ce qui compte. Il m'a dit de rédiger le rapport. Cela signifie-t-il que je suis plus libre maintenant qu’avant ? Je ne sais pas. J'apprendrai. Puis je suis retourné dans la maison et j'ai écrit : Il est minuit. La pluie frappe les fenêtres. Il n'était pas minuit. Il ne pleuvait pas.",Molly,Samuel Beckett,unknown
00:00,0000h.,"Cartouches interdites après 0000h., pour favoriser le sommeil.",Blague infini,David Foster Wallace,unknown
00:00,0000h.,"Gately peut entendre les klaxons, les voix élevées et les demi-tours en bas sur Wash. Cela indique qu'il est vers 0000h., l'heure de commutation.",Blague infini,David Foster Wallace,unknown
00:00,douze,"Hamlet : À quelle heure maintenant ? Horatio : Je pense qu'il manque de douze. Marcellus : Non, c'est frappé.",Hamlet,William Shakespeare,unknown
00:00,minuit,"Il est certain d'avoir entendu des pas : ils se rapprochent, puis s'éteignent. Le rayon de lumière sous sa porte s'éteint. Il est minuit ; quelqu'un a éteint le gaz ; le dernier serviteur s'est couché et il doit rester couché toute la nuit dans une agonie sans personne pour lui apporter de l'aide.",Le chemin de Swann,Marcel Proust,unknown
00:00,minuit,Je suis conçue au carillon de minuit sur l'horloge de la cheminée de la pièce de l'autre côté du couloir. L'horloge appartenait autrefois à mon arrière-grand-mère (une femme appelée Alice) et son carillon fatigué me compte dans le monde.,Dans les coulisses du musée,Kate Atkinson,unknown
00:00,douze,"Je lui pris la main dans la mienne et lui dis de se calmer ; car une succession de frissons la secouait, et elle continuait à tendre son regard vers la glace. « Il n'y a personne ici ! J'ai insisté. « C'était VOUS-MÊME, Mme Linton : vous le saviez depuis longtemps. » 'Moi-même!' » haleta-t-elle, « et l'horloge sonne douze ! C'est vrai, alors ! c'est épouvantable !",Les Hauts de Hurlevent,Emily Brontë,unknown
00:00,minuit,"Je suis né dans la ville de Bombay. . . Sur le coup de minuit, en fait. Les aiguilles de l'horloge joignirent les paumes pour me saluer respectueusement à mon arrivée. Oh, épelez-le, épelez-le : à l'instant précis de l'arrivée de l'Inde à l'indépendance, je suis tombé dans le monde.",Les enfants de minuit,Salman Rushdie,unknown
00:00,minuit,Il est minuit. La pluie frappe les fenêtres. Je suis calme. Tout dort. Néanmoins je me lève et me dirige vers mon bureau. Je ne peux pas dormir.,Molly,Samuel Beckett,unknown
00:00,minuit,"Minuit était tombé sur la ville bondée. Le palais, la cave, la prison, la maison de fous ; les chambres de naissance et de mort, de santé et de maladie ; le visage rigide du cadavre et le sommeil calme de l'enfant minuit étaient sur eux tous.",Oliver Twist,Charles Dickens,unknown
00:00,minuit,"Il était une minuit morne,<br>pendant que je réfléchissais, faible et fatigué,<br>Sur de nombreux volumes pittoresques et curieux de savoirs oubliés,<br>Pendant que j'acquiesçais, presque endormi, soudain il y eut un coup,<br>Comme si quelqu'un frappait doucement, frappait à la porte de ma chambre.<br>""C'est un visiteur"", marmonnai-je, ""tapotant à la porte de ma chambre - Seulement ça, et rien plus.""",Le corbeau,Edgar Allan Poe,unknown
00:00,douze,"L'horloge sonne douze Ô elle sonne, elle sonne ! Maintenant, corps, tourne-toi vers l'air, ou Lucifer t'emmènera rapidement en enfer. Ô âme, sois transformée en petites gouttes d'eau, et tombe dans l'océan, introuvable. Mon Dieu, mon Dieu, ne me regarde pas si férocement !",Dr Faustus,Christopher Marlowe,unknown
00:00,minuit,"La première nuit, dès que le caporal eut conduit mon oncle Toby dans les escaliers, vers 10 heures, Mme Wadman se jeta dans son fauteuil et croisa son genou gauche avec son genou droit, qui formait un lieu d'appui pour son coude, elle appuya sa joue sur la paume de sa main, et se penchant en avant, rumina jusqu'à minuit les deux côtés de la question.","La vie et les opinions de Tristram Shandy, gentleman",Laurence Sterne,unknown
00:00,douze heures,"Pour commencer ma vie par le début de ma vie, j'enregistre que je suis né (comme on m'a dit le croire) un vendredi, à douze heures à nuit. On a remarqué que l'horloge commençait à sonner et que je me mettais à pleurer simultanément.",David Copperfield,Charles Dickens,unknown
00:00,minuit,Nous avons entendu les carillons à minuit.,Henri IV,William Shakespeare,unknown
00:00,minuit,"Il était sûrement minuit maintenant. Un oiseau solitaire a appelé, et les arbres individuels ont fondu ensemble en une masse menaçante et hostile. Pour Savonius, ils semblaient incarner cette lugubre aventure qui lui avait été imposée contre son gré. Quelque part dans cette forêt profonde gisait cet homme dément qu'il était censé essayer de réconforter et de calmer.",Le marteau de Dieu,Bo Giertz,unknown
00:00,minuit,Il y a eu la randonnée minuit avec les garçons jusqu'au bout de la promenade et la grande dispute sur l'élection du maître de maison. Qu’étaient devenus la responsabilité et le service ? Et l'amour fraternel ?,Le marteau de Dieu,Bo Giertz,unknown
00:01,minuit après minuit,"""Peut-être. Mais il serait peut-être judicieux de les avertir que j'estimais qu'il était de mon devoir d'informer les autorités fiscales de votre présence à Bristol. Ne soyez donc pas surpris si la police aborde votre yacht à minuit après minuit et saisissez-le.",C'était un homme,Jeffrey Archer,sfw
00:01,une minute après minuit,"Elle portait une montre. Pas numérique, dans cette vie. Un analogique élégant et élancé, avec des chiffres romains. Il était environ une minute après minuit.<br>Comment cela se passe-t-il ?",La bibliothèque de minuit,Matt Haig,unknown
00:01,minuit après une minute,"Alors que l'heure d'exécution fixée était minuit après une minute à quelques secondes seulement, j'ai frappé deux fois à la porte métallique. La serrure tourna et la porte s'ouvrit rapidement.",Mort à minuit,Donald A. Cabana,unknown
00:01,Une minute après minuit,"Et de tous côtés il y avait des horloges. Conrad les remarqua immédiatement, à chaque coin de rue, au-dessus de chaque arcade, aux trois quarts de la hauteur des bâtiments, couvrant tous les angles d'approche imaginables. La plupart d'entre eux étaient trop hauts du sol pour être atteints autrement qu'avec une échelle de pompier et gardaient toujours leurs mains. Tous se sont inscrits en même temps : 12h01. Conrad regarda sa montre-bracelet et remarqua qu'il n'était que 14 h 45.<br>""Ils étaient conduits par un maître du quai"", lui dit Stacey. ""Quand cela s'est arrêté, ils ont tous cessé au même moment. Une minute après minuit, il y a trente-sept ans.""",Chronopole,J.G. Ballard,unknown
00:02,midi deux minutes,À midi deux minutes la porte s'ouvre et deux hommes entrent dans le hall. L’un est grand avec des cheveux noirs coiffés en pompadour des années 50. L'autre est petit et porte des lunettes. Tous deux portent des costumes.,Billy Étés,Stephen King,unknown
00:02,Minuit deux minutes,"Minuit deux minutes. Avec moi en tête, les quatorze autres hommes des équipes jaune, blanche et rouge sont sortis de la clairière et se sont séparés vers des points le long du mur où ils traverseraient le terrain.",Nuit des Kraits,Shashi Warrier,unknown
00:03,trois minutes après minuit,"Tôt ce matin, le 1er janvier 2021, trois minutes après minuit, le dernier être humain né sur terre a été tué dans une bagarre dans un pub dans la banlieue de Buenos Aires, âgé de vingt ans. -cinq ans, deux mois et douze jours.",Les enfants des hommes,P.D. James,unknown
00:03,minuit trois minutes,"Il était juste minuit trois minutes lorsque j'ai vu Archer Harrison vivant pour la dernière fois. Je m'en souviens, parce que j'ai dit qu'il était deux minutes et il a regardé sa montre et a dit qu'il était trois minutes.",Depuis Ibsen,George Jean Nathan,unknown
00:03,Trois minutes après minuit.,"Soudain, j'ai ressenti un grand calme dans l'air, puis un éclat de tension. J'ai jeté un coup d'œil à ma montre. Trois minutes après minuit. Je respirais normalement et mon stylo bougeait librement sur la page. Ce qui me traquait n’était pas aussi intelligent que je le craignais, pensai-je, en prenant soin de ne pas m’arrêter dans mon travail.",L'historien,Elizabeth Kostova,unknown
00:04,douze heures quatre minutes,"À douze heures quatre minutes, Frank Macintosh et Paulie Logan entrent dans le hall vêtus de leurs costumes. Il y a des poignées de main partout. Le pompadour de Frank semble avoir subi une vidange d’huile.",Billy Étés,Stephen King,unknown
00:04,minuit quatre minutes,"À minuit quatre minutes, le 22 janvier, l'armada de l'amiral Lowry, composée de plus de 250 navires, atteignit la zone de transport au large d'Anzio. La mer était calme, la nuit noire.",Anzio : épopée de bravoure,Fred Sheehan,unknown
00:05,après midi,"Il était après midi quand Easton rentra à la maison. Ruth reconnut ses pas avant qu'il n'atteigne la maison, et son cœur sembla s'arrêter de battre lorsqu'elle entendit le bruit de la porte, qui se fermait après son passage.",Les philanthropes aux pantalons en lambeaux,Robert Tressell,unknown
00:05,0005h.,"E.M. Security, habituellement si scrupuleux avec leurs putains de camions à 0005h., n'est nulle part, ce qui donne du poids à un autre cliché. Si vous demandiez à Gately ce qu'il ressentait à cet instant précis, il n'en aurait aucune idée.",Blague infini,David Foster Wallace,nsfw
00:06,minuit six minutes,"À minuit six minutes, la mort soulagea le malade.",À l'ouest de la frange de l'enfer,Glenn Shirley,unknown
00:07,sept minutes après minuit,"Il était sept minutes après minuit. Le chien gisait sur l'herbe au milieu de la pelouse devant la maison de Mme Shears. Ses yeux étaient fermés. On aurait dit qu'il courait sur le côté, comme les chiens courent lorsqu'ils croient poursuivre un chat dans un rêve.",Le curieux incident du chien pendant la nuit,Mark Haddon,sfw
00:08,minuit huit,"Heure de la nuit ! s'écria le curé ; ""Il fait jour, pas la nuit, et il est minuit huit!""",Le brigantin,James Pascoe,unknown
00:09,00h09,"A 00h09 le 18 octobre, la cavalcade avait atteint le pont de Karsaz, encore à dix kilomètres de sa destination.",La piste du meurtre de Bhutto : du Waziristan au GHQ,Amir Mir,unknown
00:10,minuit dix minutes,"Munster me dit qu'il était dans la vitrine quand il a fermé la porte hier soir. C'était à minuit dix minutes. Il a déverrouillé ce matin peu après six heures mais n'a pas regardé la vitrine, même s'il pense qu'il aurait pu s'en apercevoir si le bras avait disparu. Mais il ne peut pas en être sûr.",Le crâne sous la peau,P.D. James,sfw
00:10,minuit dix minutes,"Il était minuit dix minutes. Trois voitures de police, des Alsaciennes et une maria noire arrivent au mas. Le fermier, vêtu uniquement d'un jock-strap, leur a refusé l'entrée.",La queue,Jonathan Barrow,unknown
00:10,minuit dix minutes,À minuit dix minutes Garry Ashe a appelé la police depuis la maison de sa tante pour lui dire qu'il revenait d'une promenade pour découvrir son corps.,Une certaine justice,P.D. James,unknown
00:11,12:11,"Elle devait quitter la réception dès qu'elle le pouvait et retourner dans sa chambre pour se changer. À 12:11 il y aurait une autre panne de courant, pendant laquelle elle prendrait l'escalier extérieur jusqu'au rez-de-chaussée et attendrait à la sortie une camionnette de restauration de Broadmoor.",L'Enclave,Karen Hancock,sfw
00:11,minuit onze minutes,"Les premiers incendiaires à frapper l'hôpital St Thomas avaient éclaboussé Riddell House à minuit onze minutes, d'où quelques heures plus tôt l'archevêque de Canterbury avait prononcé « un discours inspirant ».",La nuit la plus longue,Gavin Mortimer,unknown
00:12,"0 heures, 12 minutes","L’heure de l’horloge est 0 heures, 12 minutes, 0 seconde. Vingt-trois minutes plus tard, ils aperçoivent Vénus pour la première fois. Chacun repose avec son œil attaché au museau d'un réflecteur grégorien identique de deux pieds et demi fabriqué par M. Short, avec des buses assombrissantes par M. Bird.",Mason & Dixon,Thomas Pynchon,unknown
00:12,minuit douze minutes,Il était minuit douze minutes lorsque la mère et la fille virent le premier coup de foudre. Il frappa la grange principale avec une telle force que le sol trembla sous leurs pieds.,Chaleur du Kentucky,Fern Michaels,unknown
00:13,minuit treize minutes,"Il est minuit treize minutes. Nous sommes dans un autre avion, cette fois de San Diego à Boston via Chicago. Tout autour de moi, les gens dorment.",Terres folles,Anna Rose,unknown
00:14,minuit quatorze minutes,Il était exactement minuit quatorze minutes lorsqu'il passa le dernier appel. Parmi les hommes qu'il avait rejoint se trouvaient des hommes honorables. Leurs voix seraient entendues par le Président.,Le Cercle Matarese,Robert Ludlum,unknown
00:15,douze heures quinze,À douze heures quinze il est descendu du van. Il glissa le pistolet sous la ceinture de son pantalon et traversa la rue silencieuse et déserte jusqu'à la maison Hudston.,Observateurs,Dean Koontz,unknown
00:15,douze heures et quart,"La fête s'est terminée après le dîner vers douze heures et quart. En voyant partir les visiteurs, Olga Mihalovna se tenait à la porte et dit :<br>""Vous devriez vraiment prendre un châle ! Il fait un peu frais. S'il vous plaît, mon Dieu, vous n'attrapez pas froid !""",La fête et autres histoires,Anton Pavlovich Chekhov,sfw
00:16,minuit seize minutes,"À minuit seize minutes, le bloc 4 a été touché et le toit a pris feu.",La nuit la plus longue,Gavin Mortimer,unknown
00:17,douze dix-sept heures,"Vous en déduisez donc que je suis arrivé à l'arbre tombé plus tard que douze dix-sept heures C'est peut-être le cas. Comme je n'inventais pas d'alibi, je n'ai pas vérifié l'heure toutes les deux minutes.",Linceul pour un rossignol,P.D. James,sfw
00:17,douze dix-sept minutes,"Kava commanda deux verres de café pour lui et sa bien-aimée, ainsi que du gâteau. Lorsque les deux hommes partirent, exactement douze dix-sept minutes, le club commença à vibrer d'excitation.",Vanvild Kava,Isaac Bashevis Singer,unknown
00:18,minuit dix-huit minutes,"Instantanément, l'oblong devint un carré ; puis cela aussi s'est éteint. Toynton Grange gisait, une forme à peine discernée gravée dans l'obscurité sur le promontoire silencieux. Curieux, il regarda sa montre. Il était minuit dix-huit minutes.",La Tour Noire,P.D. James,sfw
00:18,00h18,"21 décembre 1985, 00h18<br>[AU LIT]<br>Michael ne croit ni au paradis ni à l'enfer. Il est plus proche de la mort que la plupart des êtres vivants et il me dit qu’il n’y avait pas de tunnel de lumière ni d’anges dansants. Je suis un peu déçu, pour être honnête.",Le livre des mensonges,Mary Horlock,unknown
00:19,minuit dix-neuf minutes,"J'ai bondi du lit, j'ai dévalé les escaliers et je suis entré dans la cuisine à travers cette lumière crue et brûlante. L'horloge sur le mur indiquait minuit dix-neuf minutes. J'ai attrapé mon imperméable noir accroché au crochet près de la porte arrière, j'ai enfilé mes bottes Wellington, dont l'une était presque impossible à enfiler, et je me suis précipité dehors.",Après l'incendie,Henning Mankell,unknown
00:20,douze heures vingt,"Lorsque la police est arrivée à douze heures vingt, elle a trouvé Mme O'Keefe allongée sur un seul divan dans son salon, pratiquement nue.",Une certaine justice,P.D. James,nsfw
00:20,douze vingt,"""Mais au moment où il a atteint le sommet de la colline, le corps de la femme avait déjà été dévoré par les mouches, n'est-ce pas ?"" a dit mon ami.<br>« Dans un sens », a répondu sa petite amie.<br>« Dans un sens, être dévoré par les mouches rend l'histoire triste, n'est-ce pas ? » a dit mon amie.<br>""Oui, je suppose"", a-t-elle dit après y avoir réfléchi. ""Qu'en penses-tu?"" m'a-t-elle demandé.<br>« Cela me semble une histoire triste », répondis-je.<br>Il était douze vingt lorsque ma cousine est revenue.","Saule aveugle, femme endormie",Haruki Murakami,unknown
00:20,douze-vingt,"Maintenant, elle pétrissait la petite boule de pâte chaude sur le bord convexe du bol et je sentais l'odeur de l'opium. Il n'y a pas d'odeur comme ça. A côté du lit, le réveil indiquait douze-vingt, mais déjà ma tension était passée. Pyle avait diminué.",L'Américain tranquille,Graham Greene,nsfw
00:21,12:21,"L'avion a décollé à 12:21, et pendant que le reste de la famille somnolait, Sasha a réfléchi au discours qu'il prononcerait à son arrivée à l'aéroport. Il devait également préparer un éloge funèbre pour les funérailles de son oncle, mais cela devrait attendre jusqu'à ce qu'ils s'installent à leur hôtel.",Vous gagnez face,Jeffrey Archer,sfw
00:21,00h21,"00h21<br>Euh-oh. Vance sentit les traces trembler soudainement. Puis, avec ce qui ressemblait à un douloureux grincement de métal sur métal, le portique recommença à bouger. Ils avaient décidé de contourner le dispositif de sécurité.",Projet Cyclope,Thomas Hoover,sfw
00:21,00h21,"Personne n'avait été l'un des agents les plus importants de Mycroft Ward et pendant soixante secondes chaque jour, entre 00h21 et 00h22, son ordinateur portable était autorisé à se connecter directement au gigantesque réseau en ligne. base de données de soi qui était l'esprit de Mycroft Ward.",Les textes de requins bruts,Steven Hall,unknown
00:22,00h22,"Personne n'avait été l'un des agents les plus importants de Mycroft Ward et pendant soixante secondes chaque jour, entre 00h21 et 00h22., son ordinateur portable était autorisé à se connecter directement au gigantesque réseau en ligne. base de données de soi qui était l'esprit de Mycroft Ward.",Les textes de requins bruts,Steven Hall,unknown
00:23,minuit vingt-trois minutes,"Oskar pesa la montre-bracelet dans sa main, puis donna la pièce plutôt fine au cadran lumineux indiquant minuit vingt-trois minutes au petit Pinchcoal. Il leva un regard interrogateur vers son chef. Störtebeker acquiesça. Et Oskar dit, tout en ajustant son tambour pour le voyage de retour : ""Jésus ouvrira la voie. Suis-moi !""",Le tambour en fer blanc,Günter Grass,sfw
00:24,00h24,"Sanders avec Sutton comme mitrailleur ont commencé leur patrouille à 00h24, tournant vers le sud en direction de Beachy Head à 10 000 pieds.",La nuit la plus longue,Gavin Mortimer,unknown
00:25,12:25,"Au bout d'un moment, la réalité reprit le dessus et elle réalisa qu'elle n'avait pas halluciné, mais rêvé. L'horloge sur le bureau indiquait 12h55. Ils avaient commencé leur séance de dix minutes à 12:25, donc évidemment elle avait vingt minutes à prévoir.",L'Enclave,Karen Hancock,sfw
