Time,Id,Quote time,Quote,Title,Author,SFW
00:00,0000-010,Mitternacht,"Mitternacht, und auf den Feldern herrschte Frost und auf einer Straße, die für ihre Unfälle berüchtigt war, waren Glatteisflecken – an Zaunpfählen und Telegrafenmasten waren Sträuße verwelkter Blumen befestigt, und aufgerissene Lücken in Hecken, wie eine Art Missernte.",Der Körper lügt,Jo Baker,unknown
00:00,0000-011,Mitternacht,"Der Place St. Sulpice, so still und verlassen, wo gegen Mitternacht jede Nacht die Frau mit dem kaputten Regenschirm und dem verrückten Schleier kam. Jede Nacht schlief sie dort auf einer Bank unter ihrem zerrissenen Regenschirm, die Rippen hingen herab, ihr Kleid wurde grün, ihre knochigen Finger und der Verwesungsgeruch drangen aus ihrem Körper; und am nächsten Morgen saß ich selbst da, döste in der Sonne und verfluchte die gottverdammten Tauben, die überall die Krümel aufsammelten.",Wendekreis des Krebses,Henry Miller,nsfw
00:00,0000-012,Mitternacht,"Das Haus ist leer, aber Eugen singt, als hätte er alle gekrönten Häupter Europas zum Publikum. Die Gartentür steht offen und der Geruch nasser Blätter dringt herein und der Regen vermischt sich mit Eugenes <em>angoisse</em> und <em>tristesse</em>. Um Mitternacht, nachdem die Zuschauer den Saal mit Schweiß und üblem Atem durchtränkt haben, schlafe ich wieder auf einer Bank ein. Das Ausgangslicht, das in einem Halo aus Tabakrauch schwimmt, wirft ein schwaches Licht auf die untere Ecke des Asbestvorhangs; Ich schließe meine Augen jede Nacht wegen eines künstlichen Auges …",Wendekreis des Krebses,Henry Miller,unknown
00:00,0000-013,Mitternacht,"Trevor trug ein Andy-Warhol-Kostüm: blonde Bob-Perücke, dicke schwarze Brille, enges gestreiftes Hemd. Mein erster Eindruck von ihm war, dass er freigeistig, klug und lustig war. Das erwies sich als völlig ungenau. Wir verließen gemeinsam die Party und liefen stundenlang umher, belogen einander über unser glückliches Leben, aßen Pizza um Mitternacht, fuhren mit der Fähre nach Staten Island hin und zurück und schauten uns das an Sonnenaufgang.",Mein Jahr der Ruhe und Entspannung,Ottessa Moshfegh,unknown
00:00,0000-014,Mitternacht,"J. kam um Mitternacht zu meinem Bett und während unserer Leichtathletik wurde meine Tür verriegelt. Farce Horror! Gott sei Dank hatte J. sie beim Eintreten abgeschlossen. Der Türknauf klapperte, es begann ein beharrliches Klopfen. Angst kann den Geist sowohl klären als auch trüben, und als ich mich an meinen <em>Don Juan</em> erinnerte, versteckte ich J. in einem Nest aus Decken und Laken in meinem durchgelegenen Bett und ließ den Vorhang halb offen, um zu zeigen, dass ich nichts hatte verstecken.",Wolkenatlas,David Mitchell,nsfw
00:00,0000-015,Mitternacht,"Es war eine tierische Sache. Eine Wildnissache. Nichts an ihr gehörte in diesem Moment zu ihrem früheren Selbst. Vor allem ihre Stimme. Das hätte der hohe Schrei eines Falken sein können, das herzzerreißende Heulen eines Wolfes, der krächzende Schrei eines Rotfuchses um Mitternacht. Es hätte jeder von ihnen sein können, aber nicht der Schrei einer sechzehnjährigen Schülerin.",Die Insel der fehlenden Bäume,Elif Shafak,unknown
00:00,0000-016,Mitternacht,"Oliver Dubois rammte an einem schweißtreibenden Mitternacht im Juli einen Pickup durch seine Haustür.<br>Es war nicht sein Truck , und die Straße war für den Verkehr gesperrt, so dass das Auftauchen des Fahrzeugs aus der Dunkelheit und das langsame Rumpeln den Oak Drive hinauf zerstreute Nachbarn und Gäste gleichermaßen in verwirrte Gruppen auf kerzenbeleuchteten Rasenflächen.",Hinter der Lüge,Emilya Naymark,unknown
00:00,0000-017,Mitternacht,"Sie schaute auf die Digitalanzeige ihrer Uhr.<br>00:00:00<br>Mitternacht, wie die Uhr es ihr gesagt hatte.<br>Sie wartete In der nächsten Sekunde kam es, aber das geschah nicht.",Die Mitternachtsbibliothek,Matt Haig,unknown
00:00,0000-018,Mitternacht,"Leb wohl, süßer Spielkamerad: Bete für uns;<br>Und viel Glück schenke dir dein Demetrius!<br>Halte Wort, Lysander: Wir müssen unser Augenlicht verhungern lassen<br>Vom Essen der Liebenden bis tief in den Morgen Mitternacht.",Ein Sommernachtstraum,William Shakespeare,unknown
00:00,0000-019,Mitternachtshimmel,"Vor mir lag ein riesiger leerer Raum: nur die geschlossene Tür und ich, und nur die Sterne, die über den Mitternachtshimmel verstreut waren, um zu sehen, was ich als nächstes tat. Beobachteten diese kalten, fernen Lichter mit einer Spur der Menschen, die sie einmal gewesen waren, diese besonderen, auserwählten, bevorzugten Wesen, die dem Göttlichen zu nahe gekommen waren?",Ariadne,Jennifer Saint,unknown
00:00,0000-020,Mitternacht,"Hatte die Verlockung von Blut und Ekstase in den Mitternacht Wäldern sie dazu gebracht, über das glitzernde blaue Wasser zu segeln? Ich fragte mich, warum sie jetzt hier im Weinberg war.",Ariadne,Jennifer Saint,unknown
00:00,0000-021,Mitternacht,"Sie rief die Polizei und als die Männer um Mitternacht mitfühlend kamen, gab sie ihre Aussage. Dem Wolf ein Zuhause und dem tollwütigen Hund Beistand gegeben zu haben.",Die Macht,Naomi Alderman,unknown
00:00,0000-022,Mitternacht,"An einem Weihnachtstag um Mitternacht ertönt auf Knopfdruck am alten Ort die Tür der Krankenstation krachend, herein kommt ein dicker Mann mit Bart und rot umrandeten Augen kalt und seine Nase hat nur die Farbe einer Kirsche.",Einer flog über das Kuckucksnest,Ken Kesey,unknown
00:00,0000-023,Mitternacht,"Um Mitternacht könnte das Licht in der Küche des Cafés besonders grell sein. Ohne die Behaglichkeit des Tageslichts, das durch das Buntglasfenster einströmte, wirkte alles im Raum düster und zweckmäßig.",Granatapfelsuppe,Marsha Mehran,unknown
00:00,0000-024,Mitternacht,Manchmal gibt es keinen dunkleren Ort als unsere eigenen Gedanken; das mondlose Mitternacht des Geistes.,Fürchte dich nichts: Ein Roman,Dean Koontz,unknown
00:00,0000-025,Mitternacht,„Es beginnt um Mitternacht.“,Feuer fangen,Suzanne Collins,unknown
00:00,0000-026,Mitternacht,Dawn schien Mitternacht mit unanständiger Eile zu folgen.,Harry Potter und die Heiligtümer des Todes,J.K. Rowling,unknown
00:00,0000-027,zwölf Uhr,"„Ich werde nie vergessen, wie er an jenem sehr windigen Tag im letzten Osterfest Henrys Drachen für ihn steigen ließ – und seit seiner besonderen Freundlichkeit im letzten Septemberjahr, als er mir um zwölf Uhr nachts diese Notiz schrieb, mit der er mir versichern wollte, dass es in Cobham kein Scharlachfieber gäbe, bin ich davon überzeugt, dass es auf der Welt kein gefühlvolleres Herz und keinen besseren Menschen geben könnte. – Wenn ihn jemand verdienen kann, dann ist es Miss Taylor.“",Emma,Jane Austen,unknown
00:00,0000-028,zwölf Uhr,In der Nacht nach seiner Fahrt nach Lawrenceville machte sich eine Menschenmenge auf der Suche nach Abenteuern auf den Weg nach New York und machte sich gegen zwölf Uhr in zwei Maschinen auf den Rückweg nach Princeton. Es war eine schwule Party gewesen und es waren verschiedene Phasen der Nüchternheit vertreten.,Diese Seite des Paradieses,F. Scott Fitzgerald,unknown
00:00,0000-029,Mitternacht,"Während Mitternacht bronzene Schläge durch die dämmrige Luft schlug, schlich Dorian Gray, gewöhnlich gekleidet und mit einem Schal um den Hals, leise aus dem Haus.",Das Bildnis des Dorian Gray,Oscar Wilde,unknown
00:00,0000-030,Mitternacht,"Aber warte, bis ich es dir sage, sagte er. „Nach all der Heiterkeit hatten wir auch ein Mitternacht Mittagessen, und als wir uns auf den Weg machten, war es am nächsten Morgen schon blau.“",Ulysses,James Joyce,unknown
00:00,0000-031,Mitternacht,"Mitternacht, hast du gesagt. Was bedeutet Mitternacht für die Jugend? Und plötzlich wurde ein festliches Feuer über fünf Zedernstämme geschleudert, Schneeflecken waren zu sehen, und ein Streifenwagen kam auf unserer holprigen Straße mit einem Knirschen zum Stehen. Wiederholen, noch einmal!",Blasses Feuer,Vladimir Nabokov,unknown
00:00,0000-032,12.00,"Dass ein Mann, der kaum etwas weiter als einen halben Meter von sich entfernt sehen konnte, als Wachmann angestellt werden konnte, ließ mich darauf schließen, dass unsere Aufgabe nicht darin bestand, etwas zu sichern, sondern uns jeden Abend zur Arbeit zu melden und das umfangreiche Hauptbuch mit kryptischen Bemerkungen zu füllen wie „ Kontrollierter Umkreis 12.00 Uhr, kein Zwischenfall‘ und alle zwei Wochen ins Büro gehen, um unseren Lohn zu holen und der gesprächigen Frau Elgassier zuzuhören.",Die Geschichte eines Hausbesetzers,Ike Oguine,unknown
00:00,0000-033,Mitternacht,"Es ist die Mitternacht des Jahres, und es ist die des Tages, Lucys, die sich in knapp sieben Stunden entlarvt; Die Sonne ist erschöpft, und jetzt senden seine Flaschen Lichtzünder aus, keine ständigen Strahlen;",Ein nächtliches Stück zum St. Lucia-Tag,John Donne,unknown
00:00,0000-034,Mitternacht,"Um Mitternacht waren seine Frau und seine Tochter vielleicht immer noch damit beschäftigt, in der Küche Festtagsspezialitäten zuzubereiten, das Haus in Ordnung zu bringen oder vielleicht ihre Kimonos vorzubereiten oder Blumen zu arrangieren. Oki saß im Wohnzimmer und hörte Radio. Während die Glocken läuteten, blickte er auf das vergangene Jahr zurück. Für ihn war es immer ein bewegendes Erlebnis.",Schönheit und Traurigkeit,Yasunari Kawabata,unknown
00:00,0000-035,zwölf,"Bernardo: Jetzt ist es geschlagen zwölf; Geh ins Bett, Francisco.",Weiler,William Shakespeare,unknown
00:00,0000-036,Mitternacht,"Aber noch seltsamer: Big Ben hatte erneut Mitternacht geschlagen. Die Zeit draußen entsprach noch immer der Zeit, die die gestoppte vergoldete Uhr drinnen anzeigte. Innen und außen stimmten genau überein, aber beide waren völlig falsch. Hm.",Nächte im Zirkus,Angela Carter,sfw
00:00,0000-037,Mitternacht,"Aber am Ende habe ich diese Sprache verstanden. Ich habe es verstanden, ich habe es verstanden, vielleicht ist alles falsch. Das ist nicht das Entscheidende. Es sagte mir, ich solle den Bericht schreiben. Bedeutet das, dass ich jetzt freier bin als zuvor? Ich weiß es nicht. Ich werde es lernen. Dann ging ich zurück ins Haus und schrieb: Es ist Mitternacht. Der Regen prasselt auf die Fenster. Es war noch nicht Mitternacht. Es regnete nicht.",Molloy,Samuel Beckett,unknown
00:00,0000-038,0000h.,"Patronen sind nach 0000h. nicht erlaubt, um den Schlaf zu fördern.",Unendlicher Scherz,David Foster Wallace,unknown
00:00,0000-039,0000h.,"Gately kann die Hupen, die erhobenen Stimmen und das Kehrtwendequietschen weit unten in Washington hören. Das deutet darauf hin, dass es ungefähr 0000h. ist, die Schaltzeit.",Unendlicher Scherz,David Foster Wallace,unknown
00:00,0000-040,zwölf,"Hamlet: Welche Stunde jetzt? Horatio: Ich denke, es fehlt zwölf. Marcellus: Nein, es ist geprägt.",Weiler,William Shakespeare,unknown
00:00,0000-041,Mitternacht,"Er ist sicher, Schritte gehört zu haben: Sie kommen näher und verklingen dann. Der Lichtstrahl unter seiner Tür erlischt. Es ist Mitternacht; jemand hat das Gas abgedreht; Der letzte Diener ist zu Bett gegangen und muss die ganze Nacht qualvoll daliegen, ohne dass ihm jemand Hilfe bringt.",Swanns Weg,Marcel Proust,unknown
00:00,0000-042,Mitternacht,"Ich bin schwanger geworden, als die Uhr auf dem Kaminsims im Zimmer gegenüber dem Flur Mitternacht läutet. Die Uhr gehörte einst meiner Urgroßmutter (einer Frau namens Alice) und ihr müdes Glockenspiel zählt mich in die Welt.",Hinter den Kulissen des Museums,Kate Atkinson,unknown
00:00,0000-043,zwölf,"Ich nahm ihre Hand in meine und bat sie, sich zu beruhigen; denn eine Reihe von Schauern schüttelte ihren Körper und sie starrte unentwegt auf das Glas.<br>„Hier ist niemand!“, beharrte ich. „Sie waren es, Mrs. Linton. Sie wussten es schon seit einiger Zeit.“<br>„Ich selbst!“, keuchte sie, „und die Uhr schlägt zwölf! Dann ist es also wahr! Das ist furchtbar!“",Wuthering Heights,Emily Brontë,unknown
00:00,0000-044,Mitternacht,"Ich wurde in der Stadt Bombay geboren … Pünktlich um Mitternacht. Als ich kam, legten sich die Zeiger der Uhr in respektvoller Begrüßung mit den Handflächen zusammen. Oh, buchstabiere es, buchstabiere es: Genau in dem Moment, als Indien die Unabhängigkeit erlangte, stürzte ich in die Welt hinaus.",Mitternachtskinder,Salman Rushdie,unknown
00:00,0000-045,Mitternacht,Es ist Mitternacht. Der Regen prasselt auf die Fenster. Ich bin ruhig. Alles schläft. Trotzdem stehe ich auf und gehe zu meinem Schreibtisch. Ich kann nicht schlafen.,Molloy,Samuel Beckett,unknown
00:00,0000-046,Mitternacht,"Mitternacht war über die überfüllte Stadt gekommen. Der Palast, der Nachtkeller, das Gefängnis, das Irrenhaus; die Kammern der Geburt und des Todes, der Gesundheit und Krankheit; das starre Gesicht der Leiche und der ruhige Schlaf des Kindes – Mitternacht lag auf ihnen allen.",Oliver Twist,Charles Dickens,unknown
00:00,0000-047,Mitternacht,"Es war einmal eine Mitternacht trostlose Nacht,<br>während ich schwach und müde nachdachte,<br>über so manchen urigen und merkwürdigen Band vergessener Überlieferungen,<br>während ich nickte Als er fast ein Nickerchen machte, ertönte plötzlich ein Klopfen,<br>als würde jemand sanft an meine Zimmertür klopfen.<br>„Es ist irgendein Besucher“, murmelte ich, „klopfte an meine Zimmertür – nur das und nichts.“ mehr.""",Der Rabe,Edgar Allan Poe,unknown
00:00,0000-048,zwölf,"Die Uhr schlägt zwölf O sie schlägt, sie schlägt! Jetzt Körper, wende dich der Luft zu, sonst wird dich Luzifer schnell in die Hölle tragen. O Seele, verwandle dich in kleine Wassertropfen und falle in den Ozean, der nie wieder gefunden wird. Mein Gott, mein Gott, sieh mich nicht so streng an!",Doktor Faustus,Christopher Marlowe,unknown
00:00,0000-049,Mitternacht,"In der ersten Nacht, als der Korporal meinen Onkel Toby die Treppe hinaufgeführt hatte, also etwa zehn, warf sich Mrs. Wadman in ihren Sessel und kreuzte ihr linkes Knie mit dem rechten, was eine Ablagefläche für ihren Ellenbogen bildete Sie legte ihre Wange auf ihre Handfläche, lehnte sich nach vorne und grübelte bis Mitternacht über beide Seiten der Frage.","Das Leben und die Meinungen von Tristram Shandy, Gentleman",Laurence Sterne,unknown
00:00,0000-050,zwölf Uhr,"Um mein Leben mit dem Anfang meines Lebens zu beginnen, schreibe ich auf, dass ich (wie mir mitgeteilt wurde und glaube) an einem Freitag um zwölf Uhr um geboren wurde Nacht. Es wurde bemerkt, dass die Uhr zu schlagen begann und ich gleichzeitig anfing zu weinen.",David Copperfield,Charles Dickens,unknown
00:00,0000-051,Mitternacht,Wir haben das Glockenspiel um Mitternacht gehört.,Heinrich IV,William Shakespeare,unknown
00:00,0000-052,Mitternacht,"Es war sicherlich schon Mitternacht. Ein einsamer Vogel rief, und die einzelnen Bäume verschmolzen zu einer bedrohlichen und unfreundlichen Masse. Für Savonius schienen sie die Verkörperung dieses düsteren Abenteuers zu sein, das ihm gegen seinen Willen aufgezwungen worden war. Irgendwo in diesem tiefen Wald lag dieser wahnsinnige Mann, den er trösten und beruhigen sollte.",Der Hammer Gottes,Bo Giertz,unknown
00:00,0000-053,Mitternacht,Da war die Mitternacht Wanderung mit den Jungs bis zum Ende der Promenade und der große Streit um die Wahl eines Hausmeisters. Was war aus Verantwortung und Dienst geworden? Und brüderliche Liebe?,Der Hammer Gottes,Bo Giertz,unknown
00:00,0000-054,Mitternacht,"„Sie und ich fragen Sie“, antwortete Don Quijote, „denn ich bin weder Marmor noch Bronze, noch ist es zehn Uhr am Tag, sondern Mitternacht.“",Don Quijote,Miguel de Cervantes,sfw
00:00,0000-055,Mitternacht,"„Ich werde berichten“, antwortete Sancho; Aber mit welcher Geduld kann ich es ertragen, dass du deine Barmherzigkeit willst, dass ich, sobald ich das Haus unserer Liebe von alleine gesehen habe, es kennen und um Mitternacht finden muss, nicht Finden Sie es Ihre Gnade, die es tausende Male gesehen haben muss?",Don Quijote,Miguel de Cervantes,sfw
00:00,0000-056,Halbe Nacht,"Halbe Nacht Es ging um den Abgrund, etwas länger, als Don Quijote und Sancho den Berg verließen und den Toboso betraten.",Don Quijote,Miguel de Cervantes,sfw
00:00,0000-057,zwölf,„Und dir ist sehr langweilig?“<br>„Normal.“ Ich habe mein Leben wie das eines Industriellen organisiert. Jeden Tag liege ich um zwölf und stehe um neun Uhr morgens auf.“,Die sieben Verrückten,Roberto Arlt,sfw
00:00,0000-058,im Herzen der Nacht,"Sie, geschnitzt im Herzen der Nacht<br>für die Unruhe meiner halluzinierten Augen:<br>sie, aufgenommen in den Wäldern des Waldes<br>von die Messer meiner Hände",Die begeisternde Tiefe,Pablo Neruda,sfw
00:01,0001-000,eine Minute nach Mitternacht an Bord Ihrer Yacht geht ,"""Vielleicht. Aber es könnte klug sein, sie zu warnen, dass ich es für meine Pflicht halte, die Steuerbehörden über Ihre Anwesenheit in Bristol zu informieren. Seien Sie also nicht überrascht, wenn die Polizei eine Minute nach Mitternacht an Bord Ihrer Yacht geht  und ergreife es.“",Das war ein Mann,Jeffrey Archer,sfw
00:01,0001-001,eine Minute nach Mitternacht,"Sie trug eine Uhr. Nicht digital, in diesem Leben. Ein elegantes, schlankes Analogmodell mit römischen Ziffern. Es war ungefähr eine Minute nach Mitternacht.<br>Wie passiert das?",Die Mitternachtsbibliothek,Matt Haig,unknown
00:01,0001-002,eine Minute nach Mitternacht,"Da die festgelegte Hinrichtungszeit eine Minute nach Mitternacht nur noch wenige Sekunden entfernt war, klopfte ich zweimal an die Metalltür. Das Schloss drehte sich und die Tür schwang schnell auf.",Tod um Mitternacht,Donald A. Cabana,unknown
00:01,0001-003,Eine Minute nach Mitternacht,"Und auf allen Seiten waren die Uhren. Conrad bemerkte sie sofort, an jeder Straßenecke, über jedem Torbogen, auf drei Vierteln der Höhe von Gebäuden und deckten jeden erdenklichen Winkel ab. Die meisten von ihnen befanden sich zu hoch über dem Boden, als dass man sie mit etwas anderem als einer Feuerwehrleiter erreichen könnte, und behielten dennoch ihre Hände. Alle haben sich gleichzeitig angemeldet: 12:01. Conrad schaute auf seine Armbanduhr und stellte fest, dass es erst 2:45 Uhr war.<br>„Sie wurden von einem Hauptdock gefahren“, sagte Stacey zu ihm. „Als das aufhörte, hörten sie alle gleichzeitig auf. Eine Minute nach Mitternacht, vor siebenunddreißig Jahren.“",Chronopolis,J.G. Ballard,unknown
00:02,0002-000,zwei Minuten nach zwölf,"Um zwei Minuten nach zwölf öffnet sich die Tür und zwei Männer kommen in die Lobby. Einer ist groß und hat schwarzes Haar, das zu einem Pompadour aus den 50er-Jahren gekämmt ist. Der andere ist klein und trägt eine Brille. Beide tragen Anzüge.",Billy Summers,Stephen King,unknown
00:02,0002-001,Zwei Minuten nach Mitternacht,"Zwei Minuten nach Mitternacht. Mit mir an der Spitze verließen die vierzehn anderen Männer der Teams Gelb, Weiß und Rot die Lichtung und trennten sich auf der Suche nach Punkten entlang der Mauer, wo sie auf das Gelände übergehen würden.",Nacht der Krait,Shashi Warrier,unknown
00:03,0003-000,drei Minuten nach Mitternacht,"Heute früh, am 1. Januar 2021, drei Minuten nach Mitternacht, wurde der letzte auf der Erde geborene Mensch im Alter von zwanzig Jahren bei einer Kneipenschlägerei in einem Vorort von Buenos Aires getötet -fünf Jahre, zwei Monate und zwölf Tage.",Die Kinder der Menschen,P.D. James,unknown
00:03,0003-001,drei Minuten nach Mitternacht,"Es war gerade drei Minuten nach Mitternacht, als ich Archer Harrison das letzte Mal lebend sah. Ich erinnere mich, weil ich sagte, es sei zwei Minuten vergangen, und er auf seine Uhr schaute und sagte, es sei drei Minuten vergangen.",Seit Ibsen,George Jean Nathan,unknown
00:03,0003-002,Drei Minuten nach Mitternacht.,"Plötzlich spürte ich eine große Stille in der Luft, dann ein Nachlassen der Anspannung. Ich warf einen Blick auf meine Uhr. Drei Minuten nach Mitternacht. Ich atmete normal und mein Stift bewegte sich frei über die Seite. Was auch immer mich verfolgte, war nicht ganz so schlau, wie ich befürchtet hatte, dachte ich und achtete darauf, bei meiner Arbeit nicht innezuhalten.",Der Historiker,Elizabeth Kostova,unknown
00:04,0004-000,vier Minuten nach zwölf,Um vier Minuten nach zwölf betreten Frank Macintosh und Paulie Logan in ihren Anzügen die Lobby. Überall gibt es Händeschütteln. Franks Pompadour scheint einen Ölwechsel gehabt zu haben.,Billy Summers,Stephen King,unknown
00:04,0004-001,vier Minuten nach Mitternacht,"Am 22. Januar vier Minuten nach Mitternacht erreichte Admiral Lowrys Armada von mehr als 250 Schiffen das Transportgebiet vor Anzio. Das Meer war ruhig, die Nacht war schwarz.",Anzio: Epos der Tapferkeit,Fred Sheehan,unknown
00:05,0005-000,nach zwölf Uhr,"Es war nach zwölf Uhr, als Easton nach Hause kam. Ruth erkannte seine Schritte, bevor er das Haus erreichte, und ihr Herz schien stehen zu bleiben, als sie das Klirren des Tors hörte, als es sich schloss, nachdem er hindurchgegangen war.",Die zerlumpten Philanthropen,Robert Tressell,unknown
00:05,0005-001,0005h.,"E.M. Security, die normalerweise um 0005h. so gewissenhaft mit ihren verdammten Lastwagen umgeht, ist nirgendwo zu finden, was einem weiteren Klischee Gewicht verleiht. Wenn Sie Gately fragen würden, was er in dieser Sekunde gerade fühlt, hätte er keine Ahnung.",Unendlicher Scherz,David Foster Wallace,nsfw
00:06,0006-000,sechs Minuten nach Mitternacht,Um sechs Minuten nach Mitternacht linderte der Tod den Leidenden.,Westlich von Hell’s Fringe,Glenn Shirley,unknown
00:07,0007-000,sieben Minuten nach Mitternacht,"Es war sieben Minuten nach Mitternacht. Der Hund lag im Gras mitten auf dem Rasen vor Mrs. Shears’ Haus. Seine Augen waren geschlossen. Es sah aus, als würde es auf der Seite laufen, so wie Hunde rennen, wenn sie im Traum glauben, eine Katze zu jagen.",Der seltsame Vorfall des Hundes in der Nacht,Mark Haddon,sfw
00:08,0008-000,acht nach Mitternacht,"Stunde der Nacht! rief der Priester aus; „Es ist Tag, nicht Nacht, und die Stunde ist acht nach Mitternacht!“",Die Brigantine,James Pascoe,unknown
00:09,0009-000,12.09 Uhr,"Am 18. Oktober um 12.09 Uhr hatte die Kavallerie die Karsaz-Brücke erreicht, noch zehn Kilometer von ihrem Ziel entfernt.",Der Bhutto-Mordpfad: Von Waziristan zum Hauptquartier,Amir Mir,unknown
00:10,0010-000,zehn Minuten nach Mitternacht,"Munster erzählt mir, dass es in der Vitrine lag, als er gestern Abend abschloss. Das war um zehn Minuten nach Mitternacht. Er hat heute Morgen kurz nach sechs aufgeschlossen, aber keinen Blick auf die Vitrine geworfen, obwohl er denkt, dass er es vielleicht bemerkt hätte, wenn der Arm verschwunden wäre. Aber er kann nicht sicher sein.",Der Schädel unter der Haut,P.D. James,sfw
00:10,0010-001,zehn Minuten nach Mitternacht,"Es war zehn Minuten nach Mitternacht. Drei Polizeiautos, Elsass und eine schwarze Maria kommen am Bauernhaus an. Der nur mit einem Suspensorium bekleidete Bauer verweigerte ihnen den Zutritt.",Die Warteschlange,Jonathan Barrow,unknown
00:10,0010-002,zehn Minuten nach Mitternacht,"Um zehn Minuten nach Mitternacht rief Garry Ashe vom Haus seiner Tante aus die Polizei an und teilte ihm mit, dass er von einem Spaziergang zurückgekehrt sei, um ihre Leiche zu finden.",Eine gewisse Gerechtigkeit,P.D. James,unknown
00:11,0011-000,12:11,"Sie sollte den Empfang so schnell wie möglich verlassen und in ihr Zimmer zurückkehren, um sich umzuziehen. Um 12:11 würde es einen weiteren Stromausfall geben, bei dem sie die Außentreppe ins Erdgeschoss nehmen und am Ausgang auf einen Catering-Van von Broadmoor’s warten würde.",Die Enklave,Karen Hancock,sfw
00:11,0011-001,elf Minuten nach Mitternacht,"Die ersten Brandstifter, die das St. Thomas’s Hospital trafen, hatten Riddell House um elf Minuten nach Mitternacht bespritzt, wo der Erzbischof von Canterbury wenige Stunden zuvor „eine inspirierende Ansprache“ gehalten hatte.",Die längste Nacht,Gavin Mortimer,unknown
00:12,0012-000,"0 Stunden, 12 Minuten","Die Uhrzeit beträgt 0 Stunden, 12 Minuten, 0 Sekunden. 23 Minuten später sehen sie zum ersten Mal die Venus. Jeder liegt mit seinem Auge an der Schnauze eines identischen zweieinhalb Fuß großen gregorianischen Reflektors, hergestellt von Mr. Short, mit Verdunkelungsdüsen von Mr. Bird.",Mason & Dixon,Thomas Pynchon,unknown
00:12,0012-001,zwölf Minuten nach Mitternacht,"Es war zwölf Minuten nach Mitternacht, als Mutter und Tochter den ersten Blitzeinschlag sahen. Es traf die Hauptscheune mit solcher Wucht, dass der Boden unter ihren Füßen bebte.",Kentucky Heat,Fern Michaels,unknown
00:13,0013-000,dreizehn Minuten nach Mitternacht,"Es ist dreizehn Minuten nach Mitternacht. Wir sitzen in einem weiteren Flugzeug, dieses Mal von San Diego über Chicago nach Boston. Überall um mich herum schlafen Menschen.",Madlands,Anna Rose,unknown
