Time,Quote time,Quote,Title,Author,SFW
00:00,mezzanotte,"Qui davanti a me c’era una vasta distesa di spazio vuoto: solo la porta chiusa e io, e solo le stelle sparse nel cielo di mezzanotte per vedere cosa avrei fatto dopo. Quelle luci fredde e distanti vegliavano con qualche traccia degli umani che erano stati una volta, quegli esseri speciali, scelti, favoriti che si erano avvicinati al divino?",Arianna,Jennifer Saint,unknown
00:00,mezzanotte,"Il richiamo del sangue e dell’estasi nei boschi di mezzanotte l’aveva portata a navigare sulle scintillanti acque blu? Mi chiedevo perché fosse lì adesso, nella vigna.",Arianna,Jennifer Saint,unknown
00:00,mezzanotte,"Ha chiamato la polizia e, quando gli uomini sono arrivati, comprensivi, a mezzanotte, ha testimoniato. Aver dato una casa al lupo e soccorso al cane rabbioso.",Il potere,Naomi Alderman,unknown
00:00,mezzanotte,"Un Natale a mezzanotte sul pulsante, nella vecchia casa, la porta della corsia si spalanca con uno schianto, entra un uomo grasso con la barba, gli occhi cerchiati di rosso dal freddo e il naso proprio del colore di una ciliegia.",Qualcuno volò sul nido del cuculo,Ken Kesey,unknown
00:00,mezzanotte,"A mezzanotte le luci nella cucina del bar potrebbero essere particolarmente intense. Senza il conforto della luce del giorno che filtrava dalla vetrata colorata, tutto nella stanza sembrava cupo e utilitaristico.",Zuppa Di Melograno,Marsha Mehran,unknown
00:00,mezzanotte,A volte non c’è posto più oscuro dei nostri pensieri; la mezzanotte senza luna della mente.,Non temere nulla: un romanzo,Dean Koontz,unknown
00:00,mezzanotte,“Inizia alle mezzanotte.”,Prendendo fuoco,Suzanne Collins,unknown
00:00,mezzanotte,L’alba sembrava seguire mezzanotte con una fretta indecente.,Harry Potter e i Doni della Morte,J.K. Rowling,unknown
00:00,dodici,"“Non dimenticherò mai il momento in cui fece volare l’aquilone di Henry per lui in quel giorno molto ventoso della scorsa Pasqua — e da quando la sua particolare gentilezza lo scorso anno di settembre scrisse quel biglietto, alle dodici di notte, allo scopo di assicurarmi che non c’era la scarlattina a Cobham, mi sono convinto che non potrebbe esistere un cuore più sensibile né un uomo migliore. Se c’è qualcuno che può meritarlo, quella deve essere Miss Taylor.”",Emma,Jane Austen,unknown
00:00,dodici,"La notte dopo il suo viaggio a Lawrenceville, una folla si recò a New York in cerca di avventure, e tornò a Princeton verso le dodici in due macchine. Era stata una festa gay e venivano rappresentate diverse fasi della sobrietà.",Da questa parte del paradiso,F. Scott Fitzgerald,unknown
00:00,mezzanotte,"Mentre mezzanotte batteva colpi di bronzo nell’aria scura, Dorian Gray, vestito comunemente e con una sciarpa avvolta intorno al collo, strisciò silenziosamente fuori di casa.",Il ritratto di Dorian Gray,Oscar Wilde,unknown
00:00,mezzanotte,"Ma aspetta che te lo dica, disse. “Anche noi abbiamo pranzato mezzanotte dopo tutta questa allegria e quando siamo usciti era l’alba del mattino dopo la notte prima.”",Odisseo,James Joyce,unknown
00:00,mezzanotte,"Mezzanotte, hai detto. Cos’è mezzanotte per i giovani? E all’improvviso una fiammata festosa si scagliò sui cinque tronchi di cedro, apparvero macchie di neve, e un’auto di pattuglia sulla nostra strada accidentata si fermò scricchiolando. Riprendi, riprendi!",Fuoco Pallido,Vladimir Nabokov,unknown
00:00,12.00,"Il fatto che un uomo che riusciva a malapena a vedere qualcosa a più di mezzo metro di distanza da lui potesse essere assunto come guardia di sicurezza mi suggerì che il nostro compito non era quello di proteggere nulla ma di presentarci al lavoro ogni notte, riempire l’ingombrante registro con commenti criptici come “Perimetro pattugliato 12.00 PM, Nessun incidente” e ogni quindici giorni andiamo in ufficio per la nostra paga e ascoltiamo la loquace signora Elgassier.",Il racconto di uno squatter,Ike Oguine,unknown
00:00,mezzanotte,"È l’anno mezzanotte, ed è il giorno, quello di Lucy, che in sole sette ore smaschera lei stessa; Il sole è tramontato, e ora le sue fiasche emettono scintille leggere, senza raggi costanti;",Un notturno nel giorno di Santa Lucia,John Donne,unknown
00:00,mezzanotte,"A mezzanotte sua moglie e sua figlia potrebbero essere ancora indaffarate, preparando le prelibatezze natalizie in cucina, sistemando la casa, o magari preparando i loro kimono o sistemando i fiori. Oki si sedeva in soggiorno e ascoltava la radio. Mentre suonavano le campane, guardava indietro all’anno che se ne andava. L’ha sempre trovata un’esperienza commovente.",Bellezza e tristezza,Yasunari Kawabata,unknown
00:00,dodici,"Bernardo: Sono le dodici passate; mettiti a letto, Francisco.",Hamlet,William Shakespeare,unknown
00:00,mezzanotte,"Ma la cosa ancora più strana è che il Big Ben ha suonato ancora una volta mezzanotte. L’ora fuori corrispondeva ancora a quella registrata dall’orologio dorato fermo, all’interno. L’interno e l’esterno corrispondevano perfettamente, ma entrambi erano completamente sbagliati. Hmm.",Notti al Circo,Angela Carter,sfw
00:00,mezzanotte,"Ma alla fine ho capito questa lingua. L’ho capito, l’ho capito, tutto sbagliato forse. Non è questo ciò che conta. Mi ha detto di scrivere il rapporto. Questo significa che ora sono più libero di prima? Non lo so. Imparerò. Poi sono tornato in casa e ho scritto: È mezzanotte. La pioggia batte sulle finestre. Non era mezzanotte. Non pioveva.",Molloy,Samuel Beckett,unknown
00:00,0000h.,"Cartucce non consentite dopo 0000h., per favorire il sonno.",Scherzo infinito,David Foster Wallace,unknown
00:00,0000h.,"Gately riesce a sentire i clacson, le voci alzate e gli strilli delle inversioni a U giù in basso su Wash. Ciò indica che sono circa le 0000h., l’ora del cambio.",Scherzo infinito,David Foster Wallace,unknown
00:00,dodici,"Amleto: Che ora è adesso? Orazio: Penso che manchi di dodici. Marcello: No, è colpito.",Hamlet,William Shakespeare,unknown
00:00,mezzanotte,È certo di aver sentito dei passi: si avvicinano e poi si spengono. Il raggio di luce sotto la sua porta si spegne. È mezzanotte; qualcuno ha spento il gas; l’ultimo servitore è andato a letto e dovrà giacere tutta la notte in agonia senza che nessuno lo aiuti.,La via di Swann,Marcel Proust,unknown
00:00,mezzanotte,Sono concepito al suono di mezzanotte sull’orologio sulla mensola del camino nella stanza di fronte. L’orologio una volta apparteneva alla mia bisnonna (una donna chiamata Alice) e il suo rintocco stanco mi conta nel mondo.,Dietro le quinte del Museo,Kate Atkinson,unknown
00:00,dodici,"Le presi la mano nella mia e le dissi di calmarsi; perché un susseguirsi di brividi le scuoteva il corpo, e lei continuava a tendere lo sguardo verso il vetro.<br>“Non c’è nessuno qui!” ho insistito. “È stata <em>voi</em>, signora Linton: lo sapevate già da un pezzo.”<br>“Me stessa!” ansimò, “e l’orologio sta battendo dodici! E’ vero, allora! è terribile!”",Cime tempestose,Emily Brontë,unknown
00:00,mezzanotte,"Sono nato nella città di Bombay… Allo scoccare della mezzanotte, infatti. Le lancette dell’orologio unirono i palmi delle mani in un saluto rispettoso mentre arrivavo. Oh, ditelo, ditelo: nel preciso istante in cui l’India ha ottenuto l’indipendenza, sono precipitato nel mondo.",I figli della mezzanotte,Salman Rushdie,unknown
00:00,mezzanotte,È mezzanotte. La pioggia batte sulle finestre. Sono calmo. Tutto dorme. Ciò nonostante mi alzo e vado alla scrivania. Non riesco a dormire.,Molloy,Samuel Beckett,unknown
00:00,mezzanotte,"La mezzanotte era giunta sulla città affollata. Il palazzo, la cantina, la prigione, il manicomio; le camere della nascita e della morte, della salute e della malattia; il volto rigido del cadavere e il sonno tranquillo del bambino — mezzanotte li sovrastava tutti.",Oliver Twist,Charles Dickens,unknown
00:00,mezzanotte,"C’era una volta una mezzanotte triste,<br>mentre riflettevo debole e stanco,<br>su molti volumi pittoreschi e curiosi di tradizioni dimenticate,<br>mentre annuivo, quasi sonnecchiante, all’improvviso si udì un bussare,<br>Come se qualcuno picchiasse dolcemente, bussasse alla porta della mia camera.<br>“È qualche visitatore,” mormorai, “che bussa alla porta della mia camera — Solo questo, e niente di più.”",Il corvo,Edgar Allan Poe,unknown
00:00,dodici,"L’orologio batte dodici Oh, suona, suona! Ora corpo, rivolgiti all’aria, o Lucifero ti porterà velocemente all’inferno. O anima, trasformati in piccole gocce d’acqua, e cadi nell’oceano, per non essere mai trovata. Mio Dio, mio Dio, non guardarmi così feroce!",Dottor Faust,Christopher Marlowe,unknown
00:00,mezzanotte,"La prima notte, non appena il caporale ebbe condotto mio zio Toby di sopra, che erano circa le 10, la signora Wadman si gettò sulla poltrona e incrociò il ginocchio sinistro con quello destro, che formava un punto di appoggio per il gomito, appoggiò la guancia sul palmo della mano e, sporgendosi in avanti, ruminò fino a mezzanotte su entrambi i lati della domanda.","La vita e le opinioni di Tristram Shandy, gentiluomo",Laurence Sterne,unknown
00:00,dodici,"Per cominciare la mia vita con l’inizio della mia vita, registro che sono nato (come mi è stato detto e credo) un venerdì, alle dodici alle notte. È stato osservato che l’orologio ha cominciato a suonare e io ho cominciato a piangere, contemporaneamente.",David Copperfield,Charles Dickens,unknown
00:00,mezzanotte,Abbiamo sentito i rintocchi a mezzanotte.,Enrico IV,William Shakespeare,unknown
00:00,mezzanotte,Era sicuramente mezzanotte ormai. Un uccello solitario chiamò e i singoli alberi si fusero insieme in un’unica massa minacciosa e ostile. A Savonio sembravano incarnare questa triste avventura che gli era stata affidata contro la sua volontà. Da qualche parte nel profondo della foresta giaceva quest’uomo demente che avrebbe dovuto cercare di confortare e calmare.,Il martello di Dio,Bo Giertz,unknown
00:00,mezzanotte,Ci fu la mezzanotte la camminata con i ragazzi fino alla fine della passeggiata e la grande discussione sull’elezione del direttore di casa. Che fine avevano fatto la responsabilità e il servizio? E l’amore fraterno?,Il martello di Dio,Bo Giertz,unknown
00:00,mezzanotte,"“Tu ed io te lo chiediamo”, rispose Don Chisciotte, “perché non sono né marmo né bronzo, né sono le dieci in giorno, ma mezzanotte.”",Don Quijote di La Mancha,Miguel de Cervantes,sfw
00:00,mezzanotte,"“Riferisco”, rispose Sancho;Ma con quale pazienza posso portare che vuoi la tua misericordia che da solo una volta che ho visto la casa del nostro amore, devo saperlo e trovarla a mezzanotte, non trovarlo la tua misericordia, che deve averlo visto migliaia di volte?",Don Quijote di La Mancha,Miguel de Cervantes,sfw
00:00,Mezza notte,"Mezza notte era per il bordo, un po’ di più, quando Don Quijote e Sancho lasciarono la montagna ed entrarono nel Toboso.",Don Quijote di La Mancha,Miguel de Cervantes,sfw
00:00,dodici,“E ti annoi molto?”<br>“Regola. Ho organizzato la mia vita come quella di un industriale. Ogni giorno mento a dodici e mi alzo alle nove del mattino.”,I sette pazzi,Roberto Arlt,sfw
00:00,nel cuore della notte,"Lei, scolpita nel cuore della notte<br>per l’irrequità dei miei occhi allucinati:<br>Lei, registrata nei boschi della foresta<br>dai coltelli delle mie mani",La profondità entusiasta,Pablo Neruda,sfw
00:01,un minuto dopo mezzanotte,"“Forse. Ma potrebbe essere saggio avvisarli che ho ritenuto fosse mio dovere informare le autorità fiscali della tua presenza a Bristol, quindi non sorprenderti se la polizia salirà a bordo del tuo yacht a un minuto dopo mezzanotte e sequestratelo.”",Questo era un uomo,Jeffrey Archer,sfw
00:01,un minuto dopo mezzanotte,"Indossava un orologio. Non digitale, in questa vita. Un analogo elegante e snello, con numeri romani. Era circa un minuto dopo mezzanotte.<br>Come sta succedendo?",La Biblioteca di mezzanotte,Matt Haig,unknown
00:01,mezzanotte dopo un minuto,"Con il tempo di esecuzione stabilito di mezzanotte dopo un minuto a pochi secondi di distanza, ho bussato due volte alla porta di metallo. La serratura girò e la porta si aprì rapidamente.",Morte a mezzanotte,Donald A. Cabana,unknown
00:01,Un minuto dopo mezzanotte,"E da ogni parte c’erano gli orologi. Conrad li notò immediatamente, a ogni angolo di strada, sopra ogni arco, a tre quarti dei lati degli edifici, coprendo ogni immaginabile angolo di approccio. La maggior parte di loro era troppo alta da terra per essere raggiunta con qualcosa di meno che una scala da pompiere e conservavano ancora le mani. Tutti registrati alla stessa ora: 12:01. Conrad guardò il suo orologio da polso e notò che erano solo le 2:45.<br>“Erano guidati da un molo principale,” gli disse Stacey. “Quando ciò finì, cessarono tutti nello stesso momento. Un minuto dopo mezzanotte, trentasette anni fa.”",Cronopoli,J.G. Ballard,unknown
00:02,dodici e due minuti,Alle dodici e due minuti la porta si apre ed entrano due uomini nell’atrio. Uno è alto con i capelli neri pettinati in un pompadour anni ’50. L’altro è basso e occhialuto. Entrambi indossano abiti.,Billy Summers,Stephen King,unknown
00:02,Mezzanotte e due minuti,"Mezzanotte e due minuti. Con me in testa gli altri quattordici uomini delle Squadre Gialla, Bianca e Rossa uscirono dalla radura e si separarono lungo il muro dove avrebbero attraversato il terreno.",La notte dei Krait,Shashi Warrier,unknown
00:03,tre minuti dopo mezzanotte,"Questa mattina presto, 1 gennaio 2021, tre minuti dopo mezzanotte, l’ultimo essere umano nato sulla terra è stato ucciso in una rissa in un pub in un sobborgo di Buenos Aires, all’età di vent’anni —cinque anni, due mesi e dodici giorni.",I figli degli uomini,P.D. James,unknown
00:03,mezzanotte e tre minuti,"Erano appena mezzanotte e tre minuti l’ultima volta che ho visto Archer Harrison vivo. Me lo ricordo, perché ho detto che erano passati due minuti e lui ha guardato l’orologio e ha detto che erano passati tre minuti.",A partire da Ibsen,George Jean Nathan,unknown
00:03,Tre minuti dopo mezzanotte.,"All’improvviso ho sentito una grande immobilità nell’aria, poi un allentamento della tensione. Ho guardato l’orologio. Tre minuti dopo mezzanotte. Respiravo normalmente e la mia penna si muoveva liberamente sulla pagina. Qualunque cosa mi perseguitasse non era così intelligente come temevo, pensai, facendo attenzione a non fermarmi nel mio lavoro.",Lo storico,Elizabeth Kostova,unknown
00:04,dodici e quattro minuti,"Alle dodici e quattro minuti, Frank Macintosh e Paulie Logan entrano nell’atrio vestiti con i loro abiti. Ci sono strette di mano ovunque. Sembra che il pompadour di Frank abbia avuto un cambio d’olio.",Billy Summers,Stephen King,unknown
00:04,mezzanotte e quattro minuti,"Alle mezzanotte e quattro minuti del 22 gennaio, l’armata di oltre 250 navi dell’ammiraglio Lowry raggiunse l’area di trasporto al largo di Anzio. Il mare era calmo, la notte era nera.",Anzio: epopea del coraggio,Fred Sheehan,unknown
00:05,mezzogiorno dopo,"Erano mezzogiorno dopo quando Easton tornò a casa. Ruth riconobbe i suoi passi prima che raggiungesse la casa, e il suo cuore sembrò smettere di battere quando sentì il clangore del cancello, che si chiudeva dopo che lui era passato.",I filantropi dai pantaloni stracciati,Robert Tressell,unknown
00:05,0005h.,"La sicurezza E.M., normalmente così scrupolosa con i suoi dannati camion a 0005h., non si trova da nessuna parte, dando peso a un altro cliché. Se chiedessi a Gately cosa stesse provando in questo momento, non ne avrebbe idea.",Scherzo infinito,David Foster Wallace,nsfw
00:06,mezzanotte e sei minuti,A mezzanotte e sei minuti la morte diede sollievo al sofferente.,A ovest dei confini dell’inferno,Glenn Shirley,unknown
00:07,sette minuti dopo mezzanotte,"Erano sette minuti dopo mezzanotte. Il cane era sdraiato sull’erba in mezzo al prato davanti alla casa della signora Shears. I suoi occhi erano chiusi. Sembrava che corresse su un fianco, come corrono i cani quando credono di inseguire un gatto in sogno.",Il curioso incidente del cane nella notte,Mark Haddon,sfw
00:08,mezzanotte e otto,"L’ora della notte! esclamò il prete; “è giorno, non notte, e l’ora è mezzanotte e otto!”",Il Brigantino,James Pascoe,unknown
00:09,12:09,"Alle 12:09 del 18 ottobre, il corteo aveva raggiunto il ponte di Karsaz, ancora a dieci chilometri dalla sua destinazione.",Il sentiero degli omicidi della Bhutto: dal Waziristan al GHQ,Amir Mir,unknown
00:10,mezzanotte e dieci minuti,"Munster mi dice che era nella vetrina quando ha chiuso a chiave, ieri sera. Era mezzanotte e dieci minuti. Stamattina ha aperto la serratura poco dopo le sei ma non ha guardato la vetrina, anche se pensa che se ne sarebbe accorto se il braccio fosse sparito. Ma non può esserne sicuro.",Il teschio sotto la pelle,P.D. James,sfw
00:10,mezzanotte e dieci minuti,"Erano mezzanotte e dieci minuti. Alla fattoria arrivano tre auto della polizia, Alsations e una Maria nera. Il contadino, vestito solo con un sospensorio, ha rifiutato loro l’ingresso.",La fila,Jonathan Barrow,unknown
00:10,mezzanotte e dieci minuti,Alle mezzanotte e dieci minuti Garry Ashe ha chiamato la polizia dalla casa di sua zia per dire che era tornato da una passeggiata e aveva scoperto il corpo della zia.,Una certa giustizia,P.D. James,unknown
00:11,12:11,"Doveva lasciare il ricevimento appena possibile e ritornare nella sua stanza per cambiarsi d’abito. Alle 12:11 ci sarebbe stato un altro blackout, durante il quale avrebbe preso le scale esterne fino al piano terra e avrebbe aspettato all’uscita un furgone del catering di Broadmoor.",L’Enclave,Karen Hancock,sfw
00:11,mezzanotte e undici minuti,"Le prime bombe incendiarie a colpire il St Thomas’s Hospital avevano schizzato Riddell House a mezzanotte e undici minuti, da dove poche ore prima l’arcivescovo di Canterbury aveva tenuto “un discorso ispiratore.”",La notte più lunga,Gavin Mortimer,unknown
00:12,"0 ore, 12 minuti","L’orario dell’orologio è 0 ore, 12 minuti, 0 secondi. Ventitré minuti dopo, vedono Venere per la prima volta. Ciascuno giace con l’occhio attaccato al muso di un identico riflettore gregoriano di due piedi e mezzo realizzato dal signor Short, con ugelli oscuranti del signor Bird.",Mason e Dixon,Thomas Pynchon,unknown
00:12,mezzanotte e dodici minuti,Erano mezzanotte e dodici minuti quando madre e figlia videro il primo fulmine. Colpì il fienile principale con tale forza che il terreno tremò sotto i loro piedi.,Il calore del Kentucky,Fern Michaels,unknown
00:13,mezzanotte e tredici minuti,"Sono mezzanotte e tredici minuti. Siamo ancora su un altro aereo, questa volta da San Diego a Boston via Chicago. Intorno a me la gente dorme.",Madlands,Anna Rose,unknown
00:14,mezzanotte e quattordici minuti,Era esattamente mezzanotte e quattordici minuti quando completò l’ultima chiamata. Tra gli uomini che aveva raggiunto c’erano uomini d’onore. Le loro voci sarebbero state ascoltate dal Presidente.,Il Circolo Matarese,Robert Ludlum,unknown
00:15,dodici-quindici,Alle dodici-quindici scese dal furgone. Infilò la pistola sotto la cintura dei pantaloni e attraversò la strada silenziosa e deserta fino a casa Hudston.,Osservatori,Dean Koontz,unknown
00:15,dodici e un quarto,"La festa si sciolse dopo cena verso le dodici e un quarto. Dopo aver salutato i suoi visitatori, Olga Mihalovna si fermò sulla porta e disse:<br>“Dovresti davvero portare uno scialle! Fa un po’ freddo. Per favore, Dio, non prendi freddo!”",La festa e altre storie,Anton Pavlovich Chekhov,sfw
00:16,mezzanotte e sedici minuti,Alle mezzanotte e sedici minuti il Blocco 4 è stato colpito e il tetto è stato incendiato.,La notte più lunga,Gavin Mortimer,unknown
00:17,dodici e diciassette,"Quindi deduci che sono arrivato all’albero caduto più tardi delle dodici e diciassette. Potrebbe essere stato così. Poiché non stavo inventando un alibi, non ho controllato l’ora ogni due minuti.",Sindone per un usignolo,P.D. James,sfw
00:17,diciassette minuti dopo mezzanotte,"Kava ordinò due bicchieri di caffè per sé e per la sua amata e un po’ di torta. Quando i due se ne sono andati, esattamente diciassette minuti dopo mezzanotte, il club ha cominciato a vibrare di eccitazione.",Vanvild Kava,Isaac Bashevis Singer,unknown
00:18,mezzanotte e diciotto minuti,"Immediatamente il rettangolo divenne quadrato; poi anche quello si spense. Toynton Grange giaceva, una sagoma appena distinguibile incisa nell’oscurità sul promontorio silenzioso. Incuriosito, guardò l’orologio. L’ora era mezzanotte e diciotto minuti.",La Torre Nera,P.D. James,sfw
00:18,00:18,"21 dicembre 1985, 00:18<br>[A LETTO]<br>Michael non crede né al paradiso né all’inferno. È più vicino alla morte della maggior parte delle persone viventi e mi dice che non c’erano tunnel di luce o angeli danzanti. Sono un po’ deluso, a dire il vero.",Il libro delle bugie,Mary Horlock,unknown
00:19,mezzanotte e diciannove minuti,"Balzai giù dal letto, corsi giù per le scale e in cucina attraverso quella luce cruda e bruciante. L’orologio sul muro segnava mezzanotte e diciannove minuti. Afferrai il mio impermeabile nero dal gancio vicino alla porta sul retro, mi infilai gli stivali da pioggia, in uno dei quali era quasi impossibile infilare il piede, e corsi fuori.",Dopo l’incendio,Henning Mankell,unknown
00:20,dodici-venti,"Quando la polizia arrivò alle dodici-venti trovò la signora O’Keefe sdraiata su un unico divano nel salotto di casa sua, praticamente nuda.",Una certa giustizia,P.D. James,nsfw
00:20,dodici e venti,"“Ma quando raggiunse la cima della collina, il corpo della donna era già stato praticamente divorato dalle mosche, giusto?” ha detto il mio amico.<br>“In un certo senso”, ha risposto la sua ragazza.<br>“In un certo senso essere mangiati dalle mosche rende la storia triste, non è vero?” ha detto la mia amica.<br>“Sì, credo di sì,” ha detto dopo averci pensato un po’. “Cosa ne pensi?” mi chiese.<br>“Mi sembra una storia triste”, risposi.<br>Erano dodici e venti quando mia cugina tornò.","Salice cieco, donna addormentata",Haruki Murakami,unknown
00:20,dodici-venti,"Ora stava impastando la pallina di pasta calda sul bordo convesso della ciotola e sentivo l’odore dell’oppio. Non esiste un odore simile. Accanto al letto la sveglia segnava dodici-venti, ma già la mia tensione era passata. Pyle era diminuito.",L’americano tranquillo,Graham Greene,nsfw
00:21,12:21,"L’aereo è decollato alle 12:21 e, mentre il resto della famiglia sonnecchiava, Sasha ha riletto il discorso che avrebbe tenuto all’arrivo all’aeroporto. Doveva anche preparare un elogio funebre per il funerale di suo zio, ma avrebbe dovuto aspettare fino al momento del check-in in albergo.",Testa che vinci,Jeffrey Archer,sfw
00:21,00:21,"00:21<br>Uh-oh. Vance sentì improvvisamente le tracce tremare. Poi, con quello che sembrò un doloroso stridore di metallo su metallo, il portale riprese a muoversi. Avevano deciso di ignorare l’arresto di sicurezza.",Progetto Ciclope,Thomas Hoover,sfw
